customer_id,customer_name,signup_date,home_store,loyalty_tier,total_orders,lifetime_revenue,first_purchase,last_purchase
C02191,Rohan Rao,2023-08-14,S01,Silver,25,88227.12,2024-01-24,2025-11-29
C02192,Meera Iyer,2023-05-11,S01,Silver,12,81864.5,2024-02-05,2025-12-13
C02193,Karthik Krishnan,2024-04-20,S03,Silver,4,13559.83,2024-10-23,2025-10-09
C02194,Sanjay Iyer,2023-10-04,S10,Silver,8,21310.06,2024-03-19,2025-12-29
C02195,Ishaan Thomas,2023-06-05,S06,Gold,12,50180.3,2024-05-22,2025-12-04
C02196,Anjali Krishnan,2023-08-06,S05,Bronze,10,93811.62,2024-08-10,2025-12-09
C02197,Vikram Gupta,2023-07-09,S06,Bronze,12,77363.37,2024-03-18,2025-11-16
C02198,Vivaan Iyer,2024-02-21,S04,Platinum,32,211352.11,2024-03-05,2025-12-04
C02199,Aarav Sharma,2024-06-29,S07,Platinum,9,30026.03,2024-10-05,2025-10-13
C02200,Ananya Reddy,2023-02-10,S03,Bronze,1,623.81,2025-11-13,2025-11-13
C02201,Aditya Gupta,2023-11-03,S08,Bronze,5,68104.33,2024-02-23,2025-06-15
C02202,Priya Rao,2023-12-04,S03,Platinum,8,47830.39,2024-03-09,2025-11-06
C02203,Vivaan Krishnan,2023-11-10,S03,Silver,3,16198.99,2024-12-02,2025-01-03
C02204,Sara Thomas,2023-03-16,S05,Silver,22,145430.62,2024-02-21,2025-12-11
C02205,Ishaan Menon,2023-10-06,S04,Bronze,4,33765.75,2024-02-19,2024-12-11
C02206,Vivaan Thomas,2023-06-25,S06,Gold,7,15856.96,2024-06-05,2025-12-21
C02207,Vivaan Rao,2023-09-30,S03,Bronze,10,39190.34,2024-03-27,2025-11-11
C02208,Riya Varma,2023-10-16,S02,Bronze,11,31218.62,2024-02-28,2025-12-20
C02209,Aarav Iyer,2023-09-29,S04,Bronze,9,30887.15,2024-12-29,2025-12-29
C02210,Meera Menon,2023-03-07,S05,Gold,16,63741.05,2024-01-14,2025-11-07
C02211,Karthik Patel,2024-04-27,S01,Silver,0,0.0,,
C02212,Priya Das,2023-09-05,S05,Gold,1,1860.78,2024-03-16,2024-03-16
C02213,Sara Thomas,2023-06-05,S03,Bronze,7,37305.26,2024-03-02,2025-12-25
C02214,Diya Menon,2023-02-16,S03,Gold,17,87429.81,2024-01-01,2025-12-11
C02215,Neha Patel,2024-03-29,S03,Gold,9,73470.76,2024-09-02,2025-08-23
C02216,Ishaan Krishnan,2023-07-20,S09,Gold,3,12954.5,2024-03-29,2025-11-23
C02217,Arjun Iyer,2023-05-04,S06,Platinum,47,200044.47,2024-01-26,2025-12-12
C02218,Arjun Sharma,2023-01-01,S03,Bronze,10,29840.23,2024-03-18,2025-11-03
C02219,Vikram Iyer,2023-07-10,S06,Silver,34,184612.73,2024-01-07,2025-12-19
C02220,Sanjay Gupta,2024-05-30,S08,Gold,14,73213.15,2024-07-12,2025-12-28
C02221,Sanjay Rao,2024-03-17,S04,Gold,8,32297.0,2024-05-01,2025-11-17
C02222,Vivaan Rao,2023-05-23,S08,Silver,4,8098.79,2024-04-18,2025-09-20
C02223,Rohan Thomas,2023-07-10,S01,Bronze,4,42134.97,2024-01-28,2025-12-23
C02224,Neha Patel,2024-06-16,S08,Silver,11,59855.18,2024-07-07,2025-12-12
C02225,Sara Kumar,2023-08-15,S05,Silver,7,13155.18,2024-01-01,2025-11-19
C02226,Ananya Joseph,2023-11-09,S02,Bronze,3,29097.58,2025-04-24,2025-06-26
C02227,Ishaan Thomas,2023-10-29,S04,Gold,4,35476.87,2024-12-31,2025-10-21
C02228,Ananya Rao,2024-04-04,S10,Bronze,13,32757.84,2024-04-15,2025-12-14
C02229,Nikhil Kumar,2024-02-05,S07,Bronze,6,26140.57,2024-09-03,2025-12-03
C02230,Anjali Pillai,2024-01-28,S05,Silver,5,78623.7,2024-02-05,2025-03-04
C02231,Neha Nair,2023-07-26,S01,Silver,9,79297.16,2024-04-24,2025-12-23
C02232,Ishaan Patel,2023-07-29,S04,Bronze,11,49436.52,2024-03-13,2025-06-23
C02233,Arjun Thomas,2023-04-25,S03,Bronze,10,52779.75,2024-01-25,2025-11-08
C02234,Meera Krishnan,2023-09-08,S01,Bronze,4,17873.08,2024-02-22,2025-09-02
C02235,Kavya Rao,2023-08-07,S05,Bronze,1,3232.47,2025-08-16,2025-08-16
C02236,Neha Patel,2024-02-11,S08,Bronze,1,3678.02,2024-11-15,2024-11-15
C02237,Sara Gupta,2024-03-18,S06,Bronze,2,20549.16,2024-10-12,2025-10-23
C02238,Ananya Kumar,2023-12-20,S02,Bronze,2,5571.48,2024-11-27,2025-05-11
C02239,Nikhil Joseph,2023-05-22,S05,Silver,3,22927.65,2024-10-06,2025-09-19
C02240,Vivaan Menon,2024-05-15,S09,Gold,11,48069.99,2024-06-26,2025-11-28
C02241,Riya Gupta,2024-06-30,S06,Silver,8,49352.66,2025-01-01,2025-11-17
C02242,Karthik Pillai,2024-06-25,S06,Silver,1,4050.48,2024-12-08,2024-12-08
C02243,Rohan Joseph,2024-05-21,S10,Bronze,3,5353.69,2024-06-07,2025-10-30
C02244,Vivaan Das,2023-10-08,S07,Gold,3,6701.07,2024-07-06,2025-12-28
C02245,Rohan Menon,2024-02-28,S01,Silver,4,9010.09,2024-08-27,2025-11-07
C02246,Ishaan Reddy,2023-09-27,S03,Silver,3,5929.68,2024-10-26,2025-09-10
C02247,Meera Rao,2023-06-03,S10,Bronze,2,16644.7,2025-05-20,2025-07-29
C02248,Diya Gupta,2023-03-24,S04,Bronze,8,52237.52,2024-03-04,2025-05-30
C02249,Aarav Gupta,2024-03-01,S01,Silver,4,7762.94,2024-04-04,2024-10-27
C02250,Sara Kumar,2023-10-02,S04,Bronze,7,39935.87,2024-04-20,2025-04-07
C02251,Ananya Pillai,2023-10-11,S06,Gold,10,58090.12,2024-04-15,2025-11-19
C02252,Sara Patel,2023-06-22,S10,Bronze,3,17740.22,2024-03-10,2025-12-10
C02253,Arjun Thomas,2023-11-23,S03,Bronze,3,44035.99,2024-08-10,2025-09-29
C02254,Ishaan Varma,2023-03-04,S05,Silver,4,30032.16,2024-11-07,2025-12-25
C02255,Karthik Nair,2023-03-14,S08,Gold,15,100839.04,2024-01-06,2025-12-23
C02256,Riya Pillai,2024-01-10,S03,Bronze,1,10473.64,2025-03-28,2025-03-28
C02257,Vivaan Krishnan,2024-05-22,S01,Silver,9,51165.57,2024-08-03,2025-11-12
C02258,Rohan Pillai,2024-02-02,S09,Bronze,3,7142.94,2024-03-22,2024-10-23
C02259,Sanjay Sharma,2023-04-30,S04,Silver,18,104990.64,2024-02-09,2025-11-15
C02260,Nikhil Thomas,2024-03-12,S04,Gold,1,2829.63,2024-10-15,2024-10-15
C02261,Vivaan Nair,2024-04-09,S06,Gold,11,52151.57,2024-04-14,2025-12-03
C02262,Meera Rao,2023-10-13,S01,Bronze,9,25739.89,2024-03-22,2025-11-10
C02263,Sanjay Thomas,2023-09-22,S09,Bronze,3,9367.82,2024-03-09,2025-08-08
C02264,Neha Das,2023-11-16,S03,Silver,13,37777.14,2024-01-13,2025-10-29
C02265,Meera Patel,2024-01-11,S03,Bronze,6,40136.86,2024-03-05,2025-12-29
C02266,Aditya Pillai,2023-03-30,S02,Silver,2,2480.44,2025-05-17,2025-11-26
C02267,Priya Patel,2023-07-22,S03,Silver,3,9346.95,2024-02-22,2025-08-08
C02268,Anjali Sharma,2023-11-30,S07,Bronze,3,14394.48,2024-05-13,2024-11-24
C02269,Anjali Thomas,2023-08-10,S07,Gold,5,25377.86,2024-04-22,2025-12-03
C02270,Neha Gupta,2023-02-10,S09,Bronze,9,71493.99,2024-04-08,2025-10-04
C02271,Priya Iyer,2023-03-09,S04,Platinum,18,73024.22,2024-01-20,2025-12-26
C02272,Arjun Sharma,2024-05-28,S06,Gold,10,53342.46,2024-09-09,2025-12-18
C02273,Aditya Iyer,2023-05-07,S04,Silver,1,1528.12,2025-02-10,2025-02-10
C02274,Nikhil Thomas,2023-09-12,S07,Bronze,4,9467.0,2024-05-20,2025-12-30
C02275,Arjun Sharma,2023-01-16,S06,Gold,13,75369.01,2024-01-18,2025-10-16
C02276,Meera Sharma,2024-04-21,S03,Gold,4,15849.34,2024-06-13,2025-01-22
C02277,Priya Das,2023-03-03,S03,Bronze,4,14069.66,2024-09-29,2025-11-28
C02278,Ishaan Patel,2024-03-07,S02,Bronze,3,7341.73,2024-08-05,2025-11-16
C02279,Priya Krishnan,2023-09-25,S05,Bronze,2,18839.75,2024-11-12,2025-07-27
C02280,Vikram Sharma,2023-02-04,S10,Platinum,23,99597.25,2024-01-30,2025-11-23
C02281,Ananya Krishnan,2024-05-08,S02,Gold,12,75961.6,2024-06-19,2025-11-18
C02282,Karthik Joseph,2024-04-13,S01,Platinum,8,74581.4,2024-06-30,2025-10-22
C02283,Rohan Sharma,2023-11-21,S01,Gold,3,5326.56,2024-03-05,2025-08-11
C02284,Priya Gupta,2023-10-31,S07,Silver,2,17164.95,2024-09-18,2025-04-20
C02285,Karthik Rao,2023-10-03,S03,Bronze,11,86521.73,2024-03-01,2025-11-30
C02286,Ishaan Rao,2023-07-20,S02,Bronze,1,2244.74,2025-10-30,2025-10-30
C02287,Karthik Kumar,2024-03-20,S03,Bronze,14,62011.42,2024-04-30,2025-11-22
C02288,Neha Das,2023-11-20,S06,Silver,6,25256.73,2024-05-23,2025-11-18
C02289,Neha Nair,2023-02-04,S05,Gold,9,34421.91,2024-02-17,2025-12-29
C02290,Karthik Joseph,2024-04-26,S07,Platinum,0,0.0,,
C02291,Vivaan Rao,2024-04-24,S03,Bronze,1,1602.72,2025-10-02,2025-10-02
C02292,Karthik Rao,2023-03-06,S04,Silver,0,0.0,,
C02293,Rohan Nair,2023-01-08,S01,Silver,15,86185.54,2024-03-29,2025-12-23
C02294,Divya Joseph,2023-10-28,S01,Silver,7,22042.33,2024-11-13,2025-12-03
C02295,Riya Sharma,2023-12-09,S04,Silver,2,9779.74,2024-11-12,2025-10-25
C02296,Nikhil Nair,2024-03-06,S03,Bronze,1,14726.19,2025-05-26,2025-05-26
C02297,Anjali Das,2024-02-28,S06,Platinum,20,122511.86,2024-03-15,2025-12-18
C02298,Karthik Thomas,2023-11-28,S01,Silver,14,81978.66,2024-01-18,2025-12-18
C02299,Nikhil Menon,2024-03-13,S01,Gold,0,0.0,,
C02300,Anjali Krishnan,2023-06-23,S08,Bronze,7,45371.83,2024-10-15,2025-10-22
C02301,Meera Sharma,2024-06-10,S05,Bronze,7,37177.39,2024-08-19,2025-10-22
C02302,Aditya Joseph,2023-01-26,S06,Bronze,7,59185.86,2024-03-21,2025-11-14
C02303,Priya Sharma,2024-02-10,S08,Gold,5,28251.63,2024-06-04,2025-07-18
C02304,Riya Thomas,2023-08-20,S04,Platinum,14,73406.63,2024-02-03,2025-09-29
C02305,Riya Krishnan,2024-06-16,S07,Bronze,5,33109.13,2024-06-26,2025-12-02
C02306,Anjali Patel,2024-05-19,S05,Gold,14,76137.88,2024-05-22,2025-12-03
C02307,Arjun Nair,2023-06-28,S02,Silver,5,4395.74,2024-07-17,2025-12-30
C02308,Neha Reddy,2023-05-12,S03,Bronze,11,51591.24,2024-01-12,2025-11-18
C02309,Aarav Thomas,2024-03-30,S04,Silver,11,26451.31,2024-07-09,2025-11-22
C02310,Priya Patel,2023-12-14,S03,Gold,10,40338.1,2024-02-20,2025-08-31
C02311,Sanjay Patel,2024-06-23,S03,Bronze,2,19681.39,2024-08-31,2024-11-28
C02312,Divya Thomas,2024-02-10,S03,Bronze,7,50391.83,2024-03-24,2025-12-12
C02313,Aarav Joseph,2023-03-17,S01,Silver,6,29784.92,2024-01-03,2025-07-28
C02314,Nikhil Kumar,2024-05-06,S01,Bronze,3,23822.6,2025-01-20,2025-12-08
C02315,Nikhil Sharma,2023-07-13,S01,Gold,9,38004.95,2024-02-05,2025-11-11
C02316,Sara Thomas,2023-06-11,S01,Silver,7,14371.33,2024-04-26,2025-09-24
C02317,Ishaan Thomas,2023-12-13,S03,Bronze,8,24131.87,2024-01-16,2025-11-28
C02318,Priya Krishnan,2023-12-27,S05,Bronze,4,32851.42,2024-10-19,2025-12-04
C02319,Vikram Reddy,2023-03-28,S02,Platinum,23,99641.83,2024-01-07,2025-12-24
C02320,Neha Menon,2023-09-19,S08,Silver,3,22029.23,2024-02-11,2024-11-12
C02321,Vikram Nair,2023-08-02,S07,Silver,5,23542.72,2024-12-16,2025-11-09
C02322,Meera Gupta,2023-09-19,S05,Bronze,5,16408.96,2024-01-15,2025-10-19
C02323,Divya Gupta,2023-10-10,S06,Gold,7,22900.09,2024-02-13,2025-10-28
C02324,Vivaan Gupta,2024-04-11,S03,Bronze,5,14129.3,2024-08-30,2025-11-24
C02325,Diya Kumar,2024-01-15,S01,Silver,5,15633.07,2024-03-16,2025-11-30
C02326,Meera Reddy,2023-12-28,S09,Platinum,4,17382.6,2024-03-05,2025-12-18
C02327,Riya Joseph,2024-03-24,S01,Bronze,6,19862.57,2024-09-24,2025-12-29
C02328,Vikram Joseph,2024-03-16,S09,Silver,3,19346.3,2024-04-07,2025-06-23
C02329,Nikhil Nair,2023-04-03,S05,Bronze,2,6522.91,2024-08-26,2024-12-29
C02330,Aditya Reddy,2024-02-28,S03,Silver,0,0.0,,
C02331,Divya Sharma,2023-05-22,S04,Bronze,4,10060.91,2024-07-05,2025-07-07
C02332,Sanjay Patel,2023-10-18,S04,Gold,8,49944.49,2024-01-30,2025-11-25
C02333,Rohan Menon,2024-03-07,S01,Bronze,10,34180.06,2024-04-13,2025-10-22
C02334,Aditya Rao,2023-02-18,S03,Silver,23,86667.92,2024-01-21,2025-12-29
C02335,Anjali Kumar,2023-10-29,S07,Gold,16,151531.15,2024-01-26,2025-10-18
C02336,Nikhil Nair,2023-07-09,S05,Platinum,10,49449.86,2024-02-17,2025-08-04
C02337,Arjun Nair,2023-05-16,S02,Silver,7,38445.96,2024-05-15,2025-12-27
C02338,Diya Kumar,2024-02-08,S03,Silver,7,46397.66,2024-03-27,2025-12-01
C02339,Neha Gupta,2023-12-07,S08,Bronze,0,0.0,,
C02340,Nikhil Pillai,2023-11-14,S05,Bronze,3,9523.76,2025-02-14,2025-08-12
C02341,Nikhil Iyer,2023-12-29,S05,Silver,7,48423.57,2024-03-19,2025-10-24
C02342,Priya Thomas,2024-01-17,S10,Bronze,11,79443.63,2024-08-18,2025-11-26
C02343,Vikram Iyer,2023-08-21,S03,Bronze,0,0.0,,
C02344,Aditya Gupta,2023-12-10,S04,Bronze,2,2630.42,2024-09-29,2024-12-30
C02345,Rohan Kumar,2024-06-12,S08,Silver,3,11576.9,2024-07-23,2025-07-07
C02346,Vivaan Kumar,2023-07-02,S07,Bronze,1,453.15,2024-07-24,2024-07-24
C02347,Riya Gupta,2023-02-10,S03,Bronze,2,16929.26,2024-08-07,2025-09-04
C02348,Karthik Varma,2024-02-01,S01,Bronze,11,47882.97,2024-03-14,2025-12-02
C02349,Neha Sharma,2024-05-08,S06,Silver,4,16286.32,2024-05-13,2025-08-29
C02350,Anjali Reddy,2023-11-29,S02,Silver,1,477.0,2025-12-11,2025-12-11
C02351,Ananya Nair,2023-05-07,S09,Silver,17,106152.44,2024-01-06,2025-11-23
C02352,Sanjay Patel,2023-01-01,S01,Gold,27,143754.44,2024-01-08,2025-12-27
C02353,Neha Gupta,2023-06-17,S03,Bronze,5,14579.12,2024-10-21,2025-10-24
C02354,Karthik Das,2023-01-19,S01,Bronze,19,99020.22,2024-01-13,2025-12-22
C02355,Karthik Patel,2023-11-28,S06,Bronze,3,7703.81,2024-07-02,2025-10-10
C02356,Arjun Varma,2024-03-31,S08,Silver,0,0.0,,
C02357,Divya Sharma,2023-04-19,S06,Silver,8,60600.72,2024-03-14,2025-09-15
C02358,Aarav Das,2023-09-25,S09,Bronze,7,34783.22,2024-05-09,2025-11-03
C02359,Ananya Pillai,2024-03-20,S01,Silver,6,42765.4,2024-06-23,2025-12-26
C02360,Rohan Rao,2023-08-28,S01,Silver,1,2054.86,2025-05-08,2025-05-08
C02361,Ananya Sharma,2023-10-28,S08,Platinum,32,197955.98,2024-04-16,2025-12-30
C02362,Rohan Joseph,2023-04-13,S08,Silver,11,79576.99,2024-01-15,2025-11-06
C02363,Priya Krishnan,2023-09-07,S08,Silver,7,19121.24,2024-02-15,2025-11-25
C02364,Priya Thomas,2024-03-28,S07,Silver,16,87698.17,2024-04-20,2025-12-25
C02365,Sanjay Thomas,2024-06-03,S03,Platinum,29,129363.07,2024-06-08,2025-12-23
C02366,Priya Iyer,2023-06-02,S02,Platinum,17,117535.02,2024-01-17,2025-11-29
C02367,Vikram Gupta,2023-06-23,S09,Silver,11,30322.23,2024-01-17,2025-08-29
C02368,Priya Iyer,2023-12-09,S03,Silver,7,27546.56,2024-04-17,2025-12-26
C02369,Arjun Gupta,2024-03-06,S03,Silver,1,39334.94,2024-12-16,2024-12-16
C02370,Sanjay Thomas,2023-11-20,S06,Bronze,4,24085.78,2024-01-18,2025-05-20
C02371,Aditya Sharma,2024-02-24,S03,Silver,7,37255.92,2024-03-02,2025-12-05
C02372,Anjali Thomas,2024-04-29,S08,Bronze,8,43272.64,2024-09-09,2025-11-03
C02373,Aarav Nair,2024-02-16,S01,Gold,5,37295.52,2024-04-16,2025-11-25
C02374,Meera Iyer,2023-03-25,S07,Silver,2,10424.7,2024-03-17,2025-11-15
C02375,Diya Gupta,2023-04-23,S05,Gold,11,37429.15,2024-12-08,2025-12-28
C02376,Aditya Pillai,2023-11-28,S05,Silver,4,8312.48,2024-10-21,2025-11-12
C02377,Rohan Reddy,2024-01-13,S04,Silver,29,111251.77,2024-01-29,2025-12-04
C02378,Sanjay Nair,2023-02-10,S03,Bronze,0,0.0,,
C02379,Vivaan Thomas,2023-04-15,S04,Silver,3,6494.11,2024-04-30,2025-07-26
C02380,Divya Nair,2023-07-21,S04,Silver,15,86238.83,2024-02-17,2025-12-27
C02381,Riya Patel,2024-03-25,S05,Bronze,7,35213.35,2024-06-29,2025-11-22
C02382,Nikhil Varma,2023-09-23,S03,Gold,5,23298.41,2024-01-31,2025-10-12
C02383,Riya Thomas,2023-07-29,S01,Bronze,0,0.0,,
C02384,Nikhil Kumar,2023-04-28,S01,Silver,3,32131.52,2024-02-03,2024-11-30
C02385,Nikhil Pillai,2024-01-12,S06,Bronze,2,11335.55,2025-04-17,2025-05-18
C02386,Meera Menon,2024-06-23,S01,Gold,6,17634.66,2025-04-01,2025-11-08
C02387,Vivaan Krishnan,2023-03-25,S08,Bronze,1,1647.28,2024-08-08,2024-08-08
C02388,Sara Pillai,2024-03-29,S06,Silver,3,33423.79,2025-03-12,2025-10-05
C02389,Anjali Das,2024-05-28,S07,Bronze,7,16493.75,2024-06-04,2025-11-26
C02390,Ananya Thomas,2024-01-22,S08,Bronze,6,22286.07,2024-07-12,2025-10-17
C02391,Sara Joseph,2023-12-16,S01,Gold,1,1365.65,2024-05-09,2024-05-09
C02392,Aarav Sharma,2023-10-23,S08,Bronze,2,9659.97,2024-05-04,2024-12-24
C02393,Aarav Nair,2023-09-15,S04,Silver,18,100073.49,2024-01-20,2025-12-14
C02394,Anjali Kumar,2023-03-22,S08,Bronze,0,0.0,,
C02395,Vikram Patel,2023-09-25,S08,Bronze,0,0.0,,
C02396,Karthik Varma,2024-02-23,S01,Silver,20,108735.37,2024-02-29,2025-12-29
C02397,Vivaan Varma,2023-08-23,S03,Silver,6,41330.76,2024-03-31,2025-09-13
C02398,Neha Das,2023-11-07,S05,Silver,10,48834.71,2024-01-30,2025-10-29
C02399,Karthik Das,2023-12-23,S06,Silver,3,14390.52,2025-05-12,2025-12-09
C02400,Arjun Krishnan,2023-08-01,S03,Bronze,7,18967.51,2024-01-04,2025-11-28
C02401,Nikhil Rao,2023-02-18,S02,Bronze,11,40438.51,2024-06-22,2025-10-23
C02402,Rohan Krishnan,2023-05-07,S03,Bronze,8,39943.11,2024-04-20,2025-12-29
C02403,Rohan Sharma,2023-08-11,S04,Gold,3,13429.31,2024-01-18,2025-05-31
C02404,Aarav Nair,2023-10-06,S10,Gold,9,36408.81,2024-01-16,2025-12-12
C02405,Priya Rao,2024-02-12,S07,Bronze,4,49585.71,2025-03-04,2025-10-14
C02406,Diya Thomas,2024-05-19,S04,Bronze,2,15454.01,2024-11-22,2025-08-11
C02407,Sanjay Patel,2023-10-21,S01,Bronze,4,34490.63,2024-08-07,2025-12-25
C02408,Ishaan Kumar,2023-10-04,S02,Platinum,21,108768.23,2024-02-24,2025-12-10
C02409,Anjali Reddy,2024-03-13,S04,Gold,9,35653.93,2024-04-01,2025-11-10
C02410,Meera Varma,2023-04-17,S08,Bronze,13,76792.77,2024-01-11,2025-12-14
C02411,Divya Varma,2024-02-24,S03,Silver,2,16446.74,2025-06-21,2025-07-16
C02412,Sara Reddy,2024-03-04,S05,Bronze,14,46974.1,2024-08-07,2025-11-12
C02413,Vikram Patel,2024-01-10,S08,Silver,13,80506.47,2024-03-05,2025-10-02
C02414,Kavya Rao,2023-03-14,S09,Silver,3,1469.44,2024-04-16,2025-03-05
C02415,Rohan Rao,2023-01-30,S02,Bronze,3,7143.7,2024-09-09,2025-10-30
C02416,Sara Joseph,2023-07-07,S01,Gold,16,110660.15,2024-02-17,2025-12-20
C02417,Kavya Varma,2023-12-30,S03,Silver,17,142483.21,2024-01-13,2025-12-27
C02418,Diya Kumar,2024-03-26,S06,Bronze,3,4861.71,2025-02-20,2025-03-29
C02419,Aditya Menon,2023-07-14,S10,Silver,1,1351.25,2025-11-06,2025-11-06
C02420,Arjun Patel,2023-06-05,S01,Silver,8,40518.2,2024-03-29,2025-10-27
C02421,Vikram Iyer,2023-06-21,S01,Platinum,20,86633.22,2024-02-19,2025-12-30
C02422,Priya Sharma,2023-02-10,S08,Bronze,4,27328.62,2025-01-23,2025-11-06
C02423,Nikhil Gupta,2023-03-04,S07,Bronze,12,46548.38,2024-03-17,2025-12-30
C02424,Kavya Rao,2023-01-23,S10,Silver,9,38794.56,2024-02-07,2025-12-31
C02425,Karthik Joseph,2023-12-26,S03,Silver,1,5321.65,2024-10-02,2024-10-02
C02426,Meera Varma,2023-03-16,S04,Bronze,18,82185.89,2024-02-05,2025-11-02
C02427,Neha Rao,2023-04-28,S02,Platinum,28,119127.95,2024-01-10,2025-12-22
C02428,Aarav Reddy,2024-01-15,S01,Bronze,12,71847.42,2024-01-26,2025-12-09
C02429,Anjali Gupta,2023-10-17,S05,Bronze,3,40207.7,2025-08-28,2025-11-27
C02430,Sanjay Krishnan,2024-03-15,S03,Gold,14,98125.85,2024-04-01,2025-08-18
C02431,Sanjay Kumar,2023-01-07,S01,Bronze,7,95680.91,2024-04-15,2025-06-10
C02432,Sanjay Rao,2023-07-15,S08,Bronze,1,1488.62,2025-03-05,2025-03-05
C02433,Meera Reddy,2024-02-25,S02,Silver,9,43268.25,2024-03-03,2025-12-15
C02434,Kavya Kumar,2023-07-12,S07,Bronze,1,2700.31,2024-11-30,2024-11-30
C02435,Sara Krishnan,2023-05-28,S03,Platinum,17,108599.53,2024-02-24,2025-11-13
C02436,Karthik Gupta,2023-07-21,S08,Silver,13,33983.02,2024-01-03,2025-10-07
C02437,Kavya Gupta,2024-03-19,S01,Silver,6,23709.25,2024-10-10,2025-08-27
C02438,Karthik Rao,2024-02-23,S07,Bronze,8,35519.78,2024-06-18,2025-11-15
C02439,Aditya Pillai,2024-03-02,S01,Bronze,7,52770.0,2024-03-03,2025-09-23
C02440,Aarav Iyer,2024-04-23,S04,Silver,1,651.19,2025-12-03,2025-12-03
C02441,Vikram Menon,2024-04-19,S07,Silver,6,29983.13,2024-05-20,2025-12-25
C02442,Aditya Patel,2023-05-06,S02,Gold,3,15486.2,2024-12-04,2025-06-10
C02443,Ishaan Thomas,2024-01-30,S03,Bronze,9,38968.96,2024-03-06,2025-12-26
C02444,Karthik Iyer,2023-11-21,S08,Silver,9,47561.38,2024-02-11,2025-09-09
C02445,Aarav Sharma,2024-01-27,S08,Bronze,0,0.0,,
C02446,Neha Nair,2024-03-15,S01,Silver,0,0.0,,
C02447,Vivaan Patel,2023-07-23,S02,Silver,11,47822.79,2024-05-01,2025-12-17
C02448,Divya Pillai,2024-04-30,S01,Bronze,6,21713.77,2024-07-22,2025-12-12
C02449,Arjun Thomas,2023-01-31,S02,Silver,3,5792.34,2024-10-29,2025-11-24
C02450,Nikhil Reddy,2024-01-23,S10,Bronze,5,11940.53,2024-08-24,2025-12-29
C02451,Vikram Gupta,2024-03-09,S05,Silver,0,0.0,,
C02452,Diya Sharma,2024-01-11,S04,Silver,4,13902.59,2024-05-08,2025-05-12
C02453,Vivaan Reddy,2023-12-10,S10,Bronze,8,11390.65,2024-09-04,2025-12-02
C02454,Sanjay Varma,2024-03-18,S05,Platinum,16,77263.73,2024-05-12,2025-12-19
C02455,Neha Gupta,2023-03-16,S06,Silver,1,477.0,2024-05-08,2024-05-08
C02456,Ishaan Thomas,2023-06-04,S03,Platinum,5,12812.81,2024-03-12,2025-12-01
C02457,Karthik Krishnan,2024-03-05,S03,Bronze,9,39832.6,2024-07-03,2025-11-30
C02458,Priya Pillai,2023-12-29,S05,Platinum,7,10029.14,2024-02-16,2025-05-05
C02459,Neha Iyer,2024-03-23,S01,Bronze,15,112979.87,2024-04-20,2025-12-09
C02460,Neha Das,2023-08-22,S02,Silver,7,27355.48,2024-01-18,2025-11-08
C02461,Karthik Varma,2023-09-19,S02,Platinum,16,58277.5,2024-01-21,2025-12-02
C02462,Divya Das,2023-05-05,S01,Bronze,12,73832.17,2024-01-02,2025-12-27
C02463,Sanjay Varma,2023-09-02,S05,Bronze,4,6361.89,2024-01-28,2024-08-05
C02464,Ananya Rao,2024-06-25,S05,Gold,10,39511.56,2024-10-03,2025-11-29
C02465,Anjali Sharma,2024-04-29,S03,Silver,15,55085.07,2024-08-08,2025-11-23
C02466,Priya Joseph,2023-05-02,S03,Silver,2,6134.52,2024-11-23,2025-07-01
C02467,Ananya Rao,2023-05-05,S06,Bronze,8,26559.61,2024-01-02,2025-12-24
C02468,Aditya Patel,2023-06-19,S01,Silver,17,60216.5,2024-01-11,2025-11-16
C02469,Vivaan Gupta,2023-05-04,S05,Bronze,13,75873.51,2024-01-01,2025-12-15
C02470,Anjali Reddy,2023-02-04,S07,Platinum,12,51012.03,2024-01-09,2025-10-17
C02471,Meera Pillai,2023-03-28,S02,Silver,0,0.0,,
C02472,Sanjay Reddy,2023-07-20,S07,Silver,2,9310.69,2024-03-05,2025-11-08
C02473,Aarav Joseph,2024-01-04,S07,Bronze,1,3435.35,2024-11-28,2024-11-28
C02474,Riya Kumar,2023-03-18,S01,Gold,11,44944.49,2024-05-03,2025-12-13
C02475,Aditya Kumar,2023-02-28,S01,Silver,9,47685.18,2024-06-09,2025-12-24
C02476,Ananya Gupta,2024-03-06,S10,Gold,11,60428.76,2024-05-02,2025-11-06
C02477,Diya Pillai,2024-05-14,S02,Bronze,4,10534.89,2024-06-13,2025-11-03
C02478,Nikhil Das,2023-04-19,S08,Gold,17,91998.92,2024-01-25,2025-12-14
C02479,Ishaan Menon,2023-10-05,S05,Silver,3,12116.53,2024-12-25,2025-11-23
C02480,Neha Das,2023-03-09,S03,Bronze,1,9806.32,2024-03-25,2024-03-25
C02481,Nikhil Rao,2023-03-10,S01,Bronze,1,5372.31,2025-06-28,2025-06-28
C02482,Kavya Rao,2023-06-14,S04,Bronze,4,11134.73,2024-10-28,2025-12-21
C02483,Ishaan Thomas,2024-05-03,S04,Bronze,5,20208.72,2024-10-25,2025-12-10
C02484,Anjali Gupta,2023-11-01,S06,Bronze,6,17032.4,2024-02-24,2025-08-27
